gene_name,gene_id_x,transcript_id,exon_coverage,CDS_coverage,start,end,nucleotide_count,variant_count
SRRM1,ENSG00000133226,ENST00000323848,45,48,24969503,24999758,30256,83
DTNBP1,ENSG00000047579,ENST00000344537,66,70,15523032,15663273,140242,82
BCR,ENSG00000186716,ENST00000305877,47,58,23522397,23660224,137828,82
CMTM8,ENSG00000170293,ENST00000307526,26,55,32280171,32411817,131647,82
MTMR7,ENSG00000003987,ENST00000180173,50,60,17155539,17270836,115298,82
SYT16,ENSG00000139973,ENST00000430451,54,60,62462541,62568424,105884,82
TRPM2,ENSG00000142185,ENST00000397928,57,60,45773139,45862964,89826,82
C1orf87,ENSG00000162598,ENST00000371201,45,58,60456066,60539442,83377,82
IL6ST,ENSG00000134352,ENST00000381298,47,51,55230923,55290821,59899,82
CELF1,ENSG00000149187,ENST00000532048,52,61,47491870,47545540,53671,82
STK35,ENSG00000125834,ENST00000381482,30,41,2082257,2129201,46945,82
MMEL1,ENSG00000142606,ENST00000378412,51,54,2522082,2564429,42348,82
ZNF208,ENSG00000160321,ENST00000397126,39,53,22153993,22193745,39753,82
SCN8A,ENSG00000196876,ENST00000354534,50,53,51985020,52206648,221629,81
SPEF2,ENSG00000152582,ENST00000356031,47,51,35617946,35814713,196768,81
MYH9,ENSG00000100345,ENST00000216181,74,85,36677327,36784063,106737,81
HS3ST3A1,ENSG00000153976,ENST00000284110,14,38,13399006,13505244,106239,81
APOLD1,ENSG00000178878,ENST00000326765,16,27,12878865,12944316,65452,81
BAIAP3,ENSG00000007516,ENST00000324385,60,62,1384505,1399439,14935,81
COX10,ENSG00000006695,ENST00000261643,68,75,13972846,14111994,139149,80
TEC,ENSG00000135605,ENST00000381501,53,56,48137800,48271881,134082,80
MED13,ENSG00000108510,ENST00000397786,45,55,60019966,60142643,122678,80
CTDSPL2,ENSG00000137770,ENST00000260327,37,50,44719432,44821236,101805,80
ULK2,ENSG00000083290,ENST00000395544,43,42,19677263,19771230,93968,80
ELOVL2,ENSG00000197977,ENST00000354666,33,47,10980992,11044547,63556,80
FAM210A,ENSG00000177150,ENST00000322247,35,59,13663346,13726559,63214,80
CCDC12,ENSG00000160799,ENST00000425441,37,50,46963216,47023472,60257,80
SPPL2A,ENSG00000138600,ENST00000261854,41,47,50999506,51058005,58500,80
EXTL3,ENSG00000012232,ENST00000220562,53,89,28558844,28611204,52361,80
SLC25A42,ENSG00000181035,ENST00000318596,42,52,19174808,19223697,48890,80
ADAMTS5,ENSG00000154736,ENST00000284987,38,57,28290231,28338832,48602,80
LMNB2,ENSG00000176619,ENST00000325327,66,74,2428164,2456994,28831,80
NADK,ENSG00000008130,ENST00000344463,60,62,1682678,1709909,27232,80
NFIB,ENSG00000147862,ENST00000380953,46,51,14087568,14313666,226099,79
MYO18A,ENSG00000196535,ENST00000527372,51,56,27400537,27507430,106894,79
ADIPOR2,ENSG00000006831,ENST00000357103,29,53,1800193,1897844,97652,79
ARHGAP23,ENSG00000225485,ENST00000431231,23,29,36584662,36668628,83967,79
C8orf12,ENSG00000184608,ENST00000284481,10,49,11225911,11296166,70256,79
TRIP4,ENSG00000103671,ENST00000261884,44,50,64680003,64747502,67500,79
BASP1,ENSG00000176788,ENST00000322611,14,34,17217669,17276943,59275,79
MED26,ENSG00000105085,ENST00000263390,39,46,16685730,16739017,53288,79
LURAP1L,ENSG00000153714,ENST00000319264,15,60,12775020,12822130,47111,79
FGL1,ENSG00000104760,ENST00000398056,39,51,17721889,17767874,45986,79
SLC27A1,ENSG00000130304,ENST00000252595,47,55,17581253,17616977,35725,79
ZBTB8B,ENSG00000273274,ENST00000609129,31,45,32930670,32962287,31618,79
CBX1,ENSG00000108468,ENST00000393408,42,56,46147414,46178560,31147,79
NBEAL2,ENSG00000160796,ENST00000450053,58,60,47021173,47051193,30021,79
FBXO42,ENSG00000037637,ENST00000375592,48,60,16573334,16678949,105616,78
URB1,ENSG00000142207,ENST00000382751,30,35,33683329,33765335,82007,78
ATP7B,ENSG00000123191,ENST00000242839,80,84,52506809,52585630,78822,78
OR5V1,ENSG00000243729,ENST00000377154,27,67,29323007,29399744,76738,78
USP7,ENSG00000187555,ENST00000344836,56,59,8985951,9057341,71391,78
GLP2R,ENSG00000065325,ENST00000262441,55,60,9728868,9795419,66552,78
ITGB1,ENSG00000150093,ENST00000396033,53,61,33189247,33246822,57576,78
PPIP5K1,ENSG00000168781,ENST00000420765,9,12,43825660,43882430,56771,78
LRMP,ENSG00000118308,ENST00000354454,39,56,25205446,25261169,55724,78
WDR62,ENSG00000075702,ENST00000401500,79,80,36545839,36596005,50167,78
RHOH,ENSG00000168421,ENST00000381799,3,59,40198527,40248587,50061,78
BDNF,ENSG00000176697,ENST00000438929,22,86,27676440,27722600,46161,78
BTBD3,ENSG00000132640,ENST00000405977,45,65,11871476,11907257,35782,78
SMCO2,ENSG00000165935,ENST00000416383,20,23,27619743,27655118,35376,78
MKKS,ENSG00000125863,ENST00000347364,31,64,10381657,10414870,33214,78
PAMR1,ENSG00000149090,ENST00000278360,60,65,35453370,35547171,93802,77
FBLN2,ENSG00000163520,ENST00000404922,42,44,13590631,13679922,89292,77
XRN2,ENSG00000088930,ENST00000377191,55,57,21283942,21370463,86522,77
SCIN,ENSG00000006747,ENST00000297029,32,37,12610312,12693228,82917,77
LNX2,ENSG00000139517,ENST00000316334,47,57,28120050,28194541,74492,77
C2orf48,ENSG00000163009,ENST00000381786,26,73,10281509,10351851,70343,77
CDCP1,ENSG00000163814,ENST00000296129,62,73,45123770,45187914,64145,77
CDC5L,ENSG00000096401,ENST00000371477,44,51,44355262,44418163,62902,77
PZP,ENSG00000126838,ENST00000261336,55,59,9301436,9360966,59531,77
EPT1,ENSG00000138018,ENST00000260585,32,40,26568982,26618759,49778,77
FEZ2,ENSG00000171055,ENST00000379245,34,43,36779401,36825334,45934,77
TRPV3,ENSG00000167723,ENST00000301365,49,53,3416484,3461099,44616,77
COLEC11,ENSG00000118004,ENST00000418971,65,75,3649496,3691942,42447,77
SLC23A2,ENSG00000089057,ENST00000379333,46,60,4833002,4990939,157938,76
ANKRD12,ENSG00000101745,ENST00000262126,38,47,9136775,9285983,149209,76
CACNA2D2,ENSG00000007402,ENST00000479441,65,64,50402097,50540854,138758,76
GNG2,ENSG00000186469,ENST00000335281,19,47,52327132,52436512,109381,76
LIMA1,ENSG00000050405,ENST00000394943,50,64,50569571,50677289,107719,76
ELOVL7,ENSG00000164181,ENST00000508821,35,50,60047618,60140216,92599,76
LRP8,ENSG00000157193,ENST00000306052,58,64,53711217,53793686,82470,76
CDH22,ENSG00000149654,ENST00000372262,41,47,44802372,44880334,77963,76
IQSEC1,ENSG00000144711,ENST00000273221,54,58,12938719,13009168,70450,76
ANGPT2,ENSG00000091879,ENST00000325203,58,65,6357172,6420930,63759,76
KLHL22,ENSG00000099910,ENST00000328879,41,63,20795806,20850170,54365,76
MTMR9,ENSG00000104643,ENST00000221086,48,59,11141925,11185646,43722,76
CLPTM1,ENSG00000104853,ENST00000337392,62,67,45458503,45496599,38097,76
POTEG,ENSG00000222036,ENST00000409832,23,29,19553365,19590078,36714,76
PMS2,ENSG00000122512,ENST00000265849,69,70,6012870,6048756,35887,76
HNRNPR,ENSG00000125944,ENST00000374616,53,60,23636276,23670803,34528,76
NDUFS7,ENSG00000115286,ENST00000233627,51,60,1383630,1395583,11954,76
BMP5,ENSG00000112175,ENST00000370830,63,76,55618443,55740362,121920,75
AP4E1,ENSG00000081014,ENST00000261842,63,68,51200870,51298097,97228,75
GLTSCR1L,ENSG00000112624,ENST00000314073,52,65,42749765,42836298,86534,75
MTMR12,ENSG00000150712,ENST00000382142,46,50,32227112,32313115,86004,75
SLC26A8,ENSG00000112053,ENST00000490799,55,59,35911291,35992632,81342,75
PRDM15,ENSG00000141956,ENST00000269844,61,63,43221325,43299591,78267,75
TMEM189,ENSG00000240849,ENST00000557021,41,56,48697663,48770335,72673,75
TMEM189-UBE2V1,ENSG00000124208,ENST00000341698,40,56,48697661,48770174,72514,75
NID2,ENSG00000087303,ENST00000216286,59,63,52471521,52535712,64192,75
STIL,ENSG00000123473,ENST00000371877,66,71,47715814,47779812,63999,75
TVP23C,ENSG00000175106,ENST00000225576,45,52,15405578,15466858,61281,75
CDC123,ENSG00000151465,ENST00000281141,48,55,12237965,12292587,54623,75
NIPAL3,ENSG00000001461,ENST00000374399,38,52,24742284,24795797,53514,75
DDI2,ENSG00000197312,ENST00000480945,53,65,15943995,15995539,51545,75
MCM3AP,ENSG00000160294,ENST00000397708,54,63,47655047,47706211,51165,75
NEDD9,ENSG00000111859,ENST00000379446,53,70,11183531,11232915,49385,75
BLVRA,ENSG00000106605,ENST00000402924,69,84,43798286,43846939,48654,75
AGO1,ENSG00000092847,ENST00000373204,59,62,36348810,36395211,46402,75
SMIM13,ENSG00000224531,ENST00000416247,13,40,11094266,11138964,44699,75
USPL1,ENSG00000132952,ENST00000255304,55,61,31191920,31233686,41767,75
FLJ27365,ENSG00000197182,ENST00000360737,27,37,46481883,46509808,27926,75
PRICKLE2,ENSG00000163637,ENST00000295902,50,89,64079543,64211131,131589,74
ZNF512B,ENSG00000196700,ENST00000450537,59,71,62588055,62680113,92059,74
SLC4A7,ENSG00000033867,ENST00000295736,47,48,27414214,27498245,84032,74
ETNK1,ENSG00000139163,ENST00000266517,44,50,22778009,22843599,65591,74
ARVCF,ENSG00000099889,ENST00000263207,48,52,19957419,20004331,46913,74
KDM5D,ENSG00000012817,ENST00000317961,24,25,21867301,21906809,39509,74
RASSF4,ENSG00000107551,ENST00000340258,46,54,45455240,45491339,36100,74
PADI3,ENSG00000142619,ENST00000375460,55,62,17575593,17610728,35136,74
NASP,ENSG00000132780,ENST00000350030,53,52,46049732,46084566,34835,74
GCNT7,ENSG00000124091,ENST00000243913,44,59,55066548,55100981,34434,74
SHF,ENSG00000138606,ENST00000290894,36,47,45459412,45493373,33962,74
GDAP1L1,ENSG00000124194,ENST00000342560,43,49,42875887,42909013,33127,74
CAMKK1,ENSG00000004660,ENST00000158166,62,67,3768451,3796338,27888,74
KIAA0586,ENSG00000100578,ENST00000354386,33,37,58894103,59014741,120639,73
PIGL,ENSG00000108474,ENST00000225609,57,66,16120524,16229573,109050,73
MYOCD,ENSG00000141052,ENST00000425538,50,56,12569306,12672266,102961,73
TRPC4AP,ENSG00000100991,ENST00000252015,57,61,33590207,33680674,90468,73
EP300,ENSG00000100393,ENST00000263253,68,80,41487790,41576081,88292,73
LRRC3B,ENSG00000179796,ENST00000396641,18,75,26664297,26752267,87971,73
TINAG,ENSG00000137251,ENST00000259782,46,53,54173253,54254950,81698,73
PTER,ENSG00000165983,ENST00000378000,49,73,16478983,16555736,76754,73
RPA1,ENSG00000132383,ENST00000254719,52,58,1733278,1802848,69571,73
PADI2,ENSG00000117115,ENST00000375486,45,52,17393256,17445930,52675,73
EPHA10,ENSG00000183317,ENST00000373048,47,47,38181646,38230738,49093,73
FAM60A,ENSG00000139146,ENST00000337682,32,46,31433518,31479306,45789,73
ZNF395,ENSG00000186918,ENST00000344423,39,52,28203102,28243983,40882,73
CLCN6,ENSG00000011021,ENST00000346436,56,59,11866268,11903201,36934,73
WFS1,ENSG00000109501,ENST00000226760,64,73,6271577,6304992,33416,73
GJC1,ENSG00000182963,ENST00000426548,24,75,42875816,42908179,32364,73
SLX4,ENSG00000188827,ENST00000294008,64,82,3631182,3661599,30418,73
MUC6,ENSG00000184956,ENST00000421673,53,54,1012821,1036706,23886,73
FGFRL1,ENSG00000127418,ENST00000398484,27,36,1003767,1020679,16913,73
PLEKHN1,ENSG00000187583,ENST00000379410,53,57,901877,910488,8612,73
MYOM1,ENSG00000101605,ENST00000356443,48,52,3066805,3220106,153302,72
SOS2,ENSG00000100485,ENST00000216373,49,50,50583847,50698276,114430,72
SOGA1,ENSG00000149639,ENST00000237536,45,48,35405845,35492089,86245,72
RADIL,ENSG00000157927,ENST00000399583,35,44,4838736,4923350,84615,72
FAM198A,ENSG00000144649,ENST00000430121,27,28,43021040,43099176,78137,72
RP11-176H8.1,ENSG00000203546,ENST00000547378,22,35,31869485,31926613,57129,72
PXT1,ENSG00000179165,ENST00000454782,23,52,36358328,36410666,52339,72
ZNF66,ENSG00000160229,ENST00000344519,31,40,20959231,20990128,30898,72
PUS7L,ENSG00000129317,ENST00000416848,37,50,44122410,44152561,30152,72
ZNF724P,ENSG00000196081,ENST00000418100,35,53,23404401,23433162,28762,72
SLC6A19,ENSG00000174358,ENST00000304460,77,84,1201710,1225232,23523,72
PAK1IP1,ENSG00000111845,ENST00000379568,48,59,10694928,10710015,15088,72
PMM1,ENSG00000100417,ENST00000216259,50,62,41972898,41985894,12997,72
ZNF423,ENSG00000102935,ENST00000561648,52,72,49521435,49856650,335216,71
HTT,ENSG00000197386,ENST00000355072,59,62,3076408,3245676,169269,71
CC2D2A,ENSG00000048342,ENST00000424120,35,38,15471489,15603180,131692,71
FOXO1,ENSG00000150907,ENST00000379561,18,43,41129804,41240734,110931,71
SACS,ENSG00000151835,ENST00000382298,45,57,23902965,24007841,104877,71
MRC1L1,ENSG00000183748,ENST00000331429,12,12,17851362,17953178,101817,71
MYLK4,ENSG00000145949,ENST00000274643,58,69,2663871,2751200,87330,71
MED14,ENSG00000180182,ENST00000324817,32,36,40507558,40594783,87226,71
GANC,ENSG00000214013,ENST00000318010,48,49,42566440,42645864,79425,71
PINX1,ENSG00000254093,ENST00000314787,33,41,10622473,10697386,74914,71
LMCD1,ENSG00000071282,ENST00000157600,53,61,8543393,8609805,66413,71
MTAP,ENSG00000099810,ENST00000380172,40,54,21802542,21867077,64536,71
CYP4Z1,ENSG00000186160,ENST00000334194,36,45,47533160,47583991,50832,71
CSE1L,ENSG00000124207,ENST00000262982,50,53,47662849,47713489,50641,71
EFTUD2,ENSG00000108883,ENST00000426333,55,65,42927311,42977030,49720,71
PAQR8,ENSG00000170915,ENST00000442253,19,82,52226926,52272575,45650,71
ABCG8,ENSG00000143921,ENST00000272286,78,84,44066103,44105605,39503,71
PAFAH2,ENSG00000158006,ENST00000374282,43,54,26286258,26324648,38391,71
TUSC5,ENSG00000184811,ENST00000333813,31,53,1182957,1204281,21325,71
WDR81,ENSG00000167716,ENST00000409644,49,54,1628254,1641886,13633,71
SYNPR,ENSG00000163630,ENST00000478300,31,42,63263799,63602597,338799,70
BMPER,ENSG00000164619,ENST00000297161,71,82,33944523,34195484,250962,70
GFOD1,ENSG00000145990,ENST00000379287,17,64,13358062,13487787,129726,70
CCDC144A,ENSG00000170160,ENST00000443444,17,30,16593575,16707767,114193,70
RAD18,ENSG00000070950,ENST00000264926,49,53,8918760,9005186,86427,70
DLEC1,ENSG00000008226,ENST00000308059,63,68,38080696,38165040,84345,70
RAF1,ENSG00000132155,ENST00000251849,73,82,12625100,12705725,80626,70
FZD3,ENSG00000104290,ENST00000240093,33,66,28351773,28431775,80003,70
GABRA4,ENSG00000109158,ENST00000264318,48,65,46920917,46996424,75508,70
GPR116,ENSG00000069122,ENST00000283296,54,62,46820249,46889714,69466,70
SQRDL,ENSG00000137767,ENST00000260324,48,55,45926938,45983492,56555,70
GALNT8,ENSG00000130035,ENST00000252318,53,56,4829507,4881892,52386,70
PPP1CB,ENSG00000213639,ENST00000395366,46,52,28974719,29025806,51088,70
GCLC,ENSG00000001084,ENST00000229416,71,82,53362139,53409927,47789,70
GRHL3,ENSG00000158055,ENST00000350501,56,62,24645915,24690972,45058,70
RHBDL2,ENSG00000158315,ENST00000289248,48,55,39351968,39392509,40542,70
C1orf167,ENSG00000215910,ENST00000433342,24,26,11821844,11849641,27798,70
C19orf26,ENSG00000099625,ENST00000590083,29,33,1228286,1238026,9741,70
PTPRA,ENSG00000132670,ENST00000380393,59,67,2844830,3019320,174491,69
ZNF280D,ENSG00000137871,ENST00000267807,39,44,56922525,57025787,103263,69
KIAA0232,ENSG00000170871,ENST00000307659,38,56,6784467,6885891,101425,69
PIK3R3,ENSG00000117461,ENST00000262741,55,64,46505812,46598314,92503,69
USP3,ENSG00000140455,ENST00000380324,42,48,63796810,63883666,86857,69
ARID1A,ENSG00000117713,ENST00000324856,66,69,27022524,27108595,86072,69
KANK4,ENSG00000132854,ENST00000371153,49,67,62702651,62785085,82435,69
RTKN2,ENSG00000182010,ENST00000373789,40,43,63952953,64028466,75514,69
SLC1A7,ENSG00000162383,ENST00000371494,41,50,53552855,53608249,55395,69
TMPRSS2,ENSG00000184012,ENST00000398585,51,56,42836480,42879992,43513,69
MAU2,ENSG00000129933,ENST00000392313,61,63,19431490,19468566,37077,69
AKAP1,ENSG00000121057,ENST00000337714,54,67,55162551,55198710,36160,69
IFNLR1,ENSG00000185436,ENST00000327535,43,44,24480647,24513751,33105,69
LAP3,ENSG00000002549,ENST00000226299,52,60,17578815,17609591,30777,69
LTF,ENSG00000012223,ENST00000231751,52,57,46477136,46506653,29518,69
RSPH9,ENSG00000172426,ENST00000372165,60,71,43612783,43640336,27554,69
ZNF69,ENSG00000198429,ENST00000340180,62,68,11998670,12025144,26475,69
RSPH1,ENSG00000160188,ENST00000291536,57,66,43892596,43916464,23869,69
IL22RA1,ENSG00000142677,ENST00000270800,47,52,24446261,24469611,23351,69
MEX3D,ENSG00000181588,ENST00000402693,19,26,1554668,1568057,13390,69
DGKB,ENSG00000136267,ENST00000403951,35,41,14184674,14942986,758313,68
USP9Y,ENSG00000114374,ENST00000338981,22,25,14813160,14972764,159605,68
GPR64,ENSG00000173698,ENST00000379869,44,48,19007432,19140677,133246,68
PAX7,ENSG00000009709,ENST00000375375,57,60,18957500,19062632,105133,68
SMAD2,ENSG00000175387,ENST00000402690,55,77,45357922,45457512,99591,68
CASC5,ENSG00000137812,ENST00000346991,39,46,40886218,40956540,70323,68
FOLH1,ENSG00000086205,ENST00000256999,44,46,49168187,49230222,62036,68
SLC7A8,ENSG00000092068,ENST00000316902,50,62,23594504,23652849,58346,68
RAP1GAP,ENSG00000076864,ENST00000290101,53,56,21922708,21978348,55641,68
RSPRY1,ENSG00000159579,ENST00000537866,54,62,57220245,57273869,53625,68
BAI2,ENSG00000121753,ENST00000373658,53,56,32192718,32229636,36919,68
PRKAA1,ENSG00000132356,ENST00000354209,51,57,40762872,40798476,35605,68
PRPS2,ENSG00000101911,ENST00000398491,47,48,12809525,12841205,31681,68
PEG3,ENSG00000198300,ENST00000326441,58,73,57321451,57352064,30614,68
DFFB,ENSG00000169598,ENST00000378209,42,46,3773845,3801993,28149,68
INPP5K,ENSG00000132376,ENST00000421807,49,58,1397865,1420182,22318,68
FAM227B,ENSG00000166262,ENST00000299338,31,42,49620588,49913128,292541,67
SFI1,ENSG00000198089,ENST00000400288,47,51,31892549,32014572,122024,67
SLC38A1,ENSG00000111371,ENST00000398637,45,55,46576846,46662795,85950,67
ITGB3BP,ENSG00000142856,ENST00000371092,29,39,63906444,63988865,82422,67
JPH2,ENSG00000149596,ENST00000372980,39,68,42740335,42816218,75884,67
CUL2,ENSG00000108094,ENST00000537177,43,43,35299220,35363216,63997,67
CAPN3,ENSG00000092529,ENST00000397163,81,86,42651785,42704514,52730,67
UBASH3A,ENSG00000160185,ENST00000319294,55,57,43824024,43867791,43768,67
NOS2,ENSG00000007171,ENST00000313735,48,52,26083792,26127525,43734,67
ZNF626,ENSG00000188171,ENST00000601440,42,58,20802867,20844399,41533,67
MYLK3,ENSG00000140795,ENST00000394809,59,66,46740891,46782221,41331,67
FAN1,ENSG00000198690,ENST00000362065,46,56,31196076,31235311,39236,67
EXOSC10,ENSG00000171824,ENST00000376936,58,63,11126675,11159938,33264,67
LRFN5,ENSG00000165379,ENST00000298119,17,60,42076773,42373752,296980,66
RPH3AL,ENSG00000181031,ENST00000331302,37,54,62293,202598,140306,66
INO80,ENSG00000128908,ENST00000361937,50,57,41271078,41408552,137475,66
KAT6A,ENSG00000083168,ENST00000396930,50,63,41786997,41909505,122509,66
MBOAT1,ENSG00000172197,ENST00000324607,51,54,20102376,20212630,110255,66
CAMK2B,ENSG00000058404,ENST00000395749,50,52,44256755,44365097,108343,66
HIRA,ENSG00000100084,ENST00000263208,57,59,19318221,19419256,101036,66
CEP89,ENSG00000121289,ENST00000305768,47,50,33369902,33462869,92968,66
ITPR3,ENSG00000096433,ENST00000374316,62,65,33588142,33664351,76210,66
TSHZ3,ENSG00000121297,ENST00000240587,19,24,31765851,31840453,74603,66
TMEM57,ENSG00000204178,ENST00000374343,48,52,25757411,25826700,69290,66
ZBTB8A,ENSG00000160062,ENST00000373510,37,70,33005028,33071540,66513,66
TAPT1,ENSG00000169762,ENST00000405303,32,33,16162128,16228164,66037,66
DTHD1,ENSG00000197057,ENST00000456874,25,32,36285644,36347377,61734,66
PADI4,ENSG00000159339,ENST00000375448,39,40,17634692,17690499,55808,66
CPNE2,ENSG00000140848,ENST00000535318,50,57,57126519,57181878,55360,66
ATG13,ENSG00000175224,ENST00000528494,51,61,46639150,46694276,55127,66
DHX29,ENSG00000067248,ENST00000251636,44,49,54552073,54603550,51478,66
HP1BP3,ENSG00000127483,ENST00000312239,41,51,21069154,21113181,44028,66
RPGR,ENSG00000156313,ENST00000378505,51,52,38143662,38186797,43136,66
TUBGCP5,ENSG00000153575,ENST00000283645,50,53,22833395,22873892,40498,66
MIB2,ENSG00000197530,ENST00000505820,40,41,1550823,1565985,15163,66
NOC2L,ENSG00000188976,ENST00000327044,56,63,879584,894670,15087,66
RAB28,ENSG00000157869,ENST00000330852,41,48,13369348,13485989,116642,65
PPAP2A,ENSG00000067113,ENST00000264775,38,47,54720682,54830797,110116,65
FAM193A,ENSG00000125386,ENST00000324666,56,61,2627159,2734292,107134,65
