gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
TNR,ENSG00000116147,ENST00000367674,transcript,ENSG00000116147,31.97015619,32.05088627
CALU,ENSG00000128595,ENST00000542996,transcript,ENSG00000128595,31.92121867,32.05092817
RPL11,ENSG00000142676,ENST00000374550,transcript,ENSG00000142676,32.02777607,32.05097226
SCARB2,ENSG00000138760,ENST00000264896,transcript,ENSG00000138760,31.91134726,32.05106944
SPINT4,ENSG00000149651,ENST00000279058,transcript,ENSG00000149651,32.32437345,32.05114902
ERF,ENSG00000105722,ENST00000222329,transcript,ENSG00000105722,30.6526313,32.05123267
GNRHR,ENSG00000109163,ENST00000226413,transcript,ENSG00000109163,32.13217845,32.05127965
OR4N5,ENSG00000184394,ENST00000333629,transcript,ENSG00000184394,32.05027292,32.05148701
SERPINA10,ENSG00000140093,ENST00000393096,transcript,ENSG00000140093,31.83918348,32.05149951
RCC1,ENSG00000180198,ENST00000373831,transcript,ENSG00000180198,31.87764749,32.05153993
RP11-487E13.1,ENSG00000249008,ENST00000512516,transcript,ENSG00000249008,31.74852603,32.0517527
TMEM217,ENSG00000172738,ENST00000336655,transcript,ENSG00000172738,32.03417252,32.05226089
RNF25,ENSG00000163481,ENST00000295704,transcript,ENSG00000163481,32.24056839,32.05242719
CPQ,ENSG00000104324,ENST00000220763,transcript,ENSG00000104324,32.06171898,32.05243024
FOXP4,ENSG00000137166,ENST00000373060,transcript,ENSG00000137166,31.42791886,32.05263816
C1RL,ENSG00000139178,ENST00000266542,transcript,ENSG00000139178,31.65150646,32.0527551
GMDS,ENSG00000112699,ENST00000380815,transcript,ENSG00000112699,31.95220668,32.05294383
MGST1,ENSG00000008394,ENST00000396209,transcript,ENSG00000008394,32.07216522,32.05303343
TMEM161A,ENSG00000064545,ENST00000162044,transcript,ENSG00000064545,32.0685832,32.05310644
AP000783.1,ENSG00000254667,ENST00000533341,transcript,ENSG00000254667,31.38931336,32.05311683
HEATR2,ENSG00000164818,ENST00000297440,transcript,ENSG00000164818,31.53064206,32.05321138
RAD54L2,ENSG00000164080,ENST00000409535,transcript,ENSG00000164080,31.981314,32.05332091
TTC7B,ENSG00000165914,ENST00000328459,transcript,ENSG00000165914,32.21058297,32.05335136
GRAMD1A,ENSG00000089351,ENST00000317991,transcript,ENSG00000089351,32.03651354,32.05352212
DTYMK,ENSG00000168393,ENST00000305784,transcript,ENSG00000168393,31.98539797,32.05352976
IL17RC,ENSG00000163702,ENST00000295981,transcript,ENSG00000163702,32.08970731,32.05388213
VAT1L,ENSG00000171724,ENST00000302536,transcript,ENSG00000171724,32.21991354,32.05393229
TNPO3,ENSG00000064419,ENST00000265388,transcript,ENSG00000064419,31.99126372,32.0540235
FRMD5,ENSG00000171877,ENST00000417257,transcript,ENSG00000171877,32.2315551,32.05404273
CRTAM,ENSG00000109943,ENST00000227348,transcript,ENSG00000109943,31.87496032,32.05417027
ANKRD27,ENSG00000105186,ENST00000306065,transcript,ENSG00000105186,31.87124725,32.05433253
LGMN,ENSG00000100600,ENST00000393218,transcript,ENSG00000100600,31.71237086,32.05447878
PCBP1,ENSG00000169564,ENST00000303577,transcript,ENSG00000169564,31.63702627,32.05465824
CDCA7,ENSG00000144354,ENST00000306721,transcript,ENSG00000144354,31.88219644,32.0547333
DOK1,ENSG00000115325,ENST00000233668,transcript,ENSG00000115325,31.89741649,32.05475973
TERF1,ENSG00000147601,ENST00000276603,transcript,ENSG00000147601,31.96285906,32.05487054
TPST1,ENSG00000169902,ENST00000304842,transcript,ENSG00000169902,31.35641451,32.05492075
N6AMT2,ENSG00000150456,ENST00000382758,transcript,ENSG00000150456,32.0156462,32.05492381
CST1,ENSG00000170373,ENST00000304749,transcript,ENSG00000170373,31.78168876,32.05527891
MXD1,ENSG00000059728,ENST00000264444,transcript,ENSG00000059728,32.10817275,32.05530374
AQP4,ENSG00000171885,ENST00000383168,transcript,ENSG00000171885,31.86602669,32.05543728
TAL2,ENSG00000186051,ENST00000334077,transcript,ENSG00000186051,30.94246508,32.05555556
AACS,ENSG00000081760,ENST00000316519,transcript,ENSG00000081760,31.99935851,32.05587012
HOXC12,ENSG00000123407,ENST00000243103,transcript,ENSG00000123407,31.59267904,32.05616768
ITPKC,ENSG00000086544,ENST00000263370,transcript,ENSG00000086544,31.99349425,32.05617912
KIT,ENSG00000157404,ENST00000288135,transcript,ENSG00000157404,31.97430244,32.05653727
GPR183,ENSG00000169508,ENST00000376414,transcript,ENSG00000169508,31.00758848,32.05665651
ZNF841,ENSG00000197608,ENST00000389534,transcript,ENSG00000197608,31.54665131,32.05695359
ZNF236,ENSG00000130856,ENST00000253159,transcript,ENSG00000130856,32.05724315,32.05700955
SMARCAL1,ENSG00000138375,ENST00000357276,transcript,ENSG00000138375,31.98299921,32.05746454
DDX5,ENSG00000108654,ENST00000225792,transcript,ENSG00000108654,32.49576981,32.05764441
CEP192,ENSG00000101639,ENST00000506447,transcript,ENSG00000101639,32.10114376,32.05766584
PPM1G,ENSG00000115241,ENST00000344034,transcript,ENSG00000115241,32.01220524,32.05779302
CST7,ENSG00000077984,ENST00000480798,transcript,ENSG00000077984,32.2573777,32.05780359
HIVEP2,ENSG00000010818,ENST00000367603,transcript,ENSG00000010818,31.04782728,32.05785549
PLEKHO2,ENSG00000241839,ENST00000323544,transcript,ENSG00000241839,32.03041605,32.05792292
NT5C1A,ENSG00000116981,ENST00000235628,transcript,ENSG00000116981,32.0579271,32.05811628
RBBP5,ENSG00000117222,ENST00000264515,transcript,ENSG00000117222,31.93530514,32.05815467
SAC3D1,ENSG00000168061,ENST00000398846,transcript,ENSG00000168061,31.8789209,32.05826003
LRP10,ENSG00000197324,ENST00000359591,transcript,ENSG00000197324,32.05029668,32.05830573
ZNF445,ENSG00000185219,ENST00000425708,transcript,ENSG00000185219,31.23017098,32.05830983
TAGLN3,ENSG00000144834,ENST00000393917,transcript,ENSG00000144834,31.76464536,32.05834405
CLEC12B,ENSG00000256660,ENST00000338896,transcript,ENSG00000256660,31.88749649,32.05856626
SEMG1,ENSG00000124233,ENST00000372781,transcript,ENSG00000124233,31.97245684,32.05860637
RAC3,ENSG00000169750,ENST00000306897,transcript,ENSG00000169750,31.85314402,32.05874685
OASL,ENSG00000135114,ENST00000257570,transcript,ENSG00000135114,32.10585645,32.05877867
XBP1,ENSG00000100219,ENST00000216037,transcript,ENSG00000100219,32.12453257,32.05901437
CUL7,ENSG00000044090,ENST00000535468,transcript,ENSG00000044090,32.10264504,32.05909298
RNASE6,ENSG00000169413,ENST00000304677,transcript,ENSG00000169413,32.21899361,32.05911333
ITLN1,ENSG00000179914,ENST00000326245,transcript,ENSG00000179914,32.03561335,32.05913584
MKL1,ENSG00000196588,ENST00000355630,transcript,ENSG00000196588,31.80935146,32.05932967
RPL12,ENSG00000197958,ENST00000361436,transcript,ENSG00000197958,32.15683336,32.05946238
PVR,ENSG00000073008,ENST00000425690,transcript,ENSG00000073008,32.21017552,32.0595232
LSM1,ENSG00000175324,ENST00000311351,transcript,ENSG00000175324,31.57468354,32.05959877
FAM50B,ENSG00000145945,ENST00000380274,transcript,ENSG00000145945,32.66115311,32.05960513
IGSF9B,ENSG00000080854,ENST00000533871,transcript,ENSG00000080854,32.05227415,32.05961111
NTRK2,ENSG00000148053,ENST00000376214,transcript,ENSG00000148053,31.89990263,32.05963395
ZNF16,ENSG00000170631,ENST00000276816,transcript,ENSG00000170631,31.40258363,32.05964829
C16orf90,ENSG00000215131,ENST00000437192,transcript,ENSG00000215131,32.11950964,32.0596668
PHF17,ENSG00000077684,ENST00000226319,transcript,ENSG00000077684,31.02115622,32.05976387
MS4A4A,ENSG00000110079,ENST00000337908,transcript,ENSG00000110079,31.96486664,32.06001472
PEX19,ENSG00000162735,ENST00000368072,transcript,ENSG00000162735,32.03128948,32.06004886
BTBD17,ENSG00000204347,ENST00000375366,transcript,ENSG00000204347,32.0867905,32.0602319
YARS,ENSG00000134684,ENST00000373477,transcript,ENSG00000134684,31.72887495,32.06046538
LIG3,ENSG00000005156,ENST00000378526,transcript,ENSG00000005156,31.86813798,32.06048281
GNPNAT1,ENSG00000100522,ENST00000216410,transcript,ENSG00000100522,31.24459241,32.06068827
PCDH10,ENSG00000138650,ENST00000264360,transcript,ENSG00000138650,32.00220991,32.06069194
HAVCR2,ENSG00000135077,ENST00000307851,transcript,ENSG00000135077,32.00400977,32.06088851
MFI2,ENSG00000163975,ENST00000296350,transcript,ENSG00000163975,31.79199711,32.06090018
KLK14,ENSG00000129437,ENST00000391802,transcript,ENSG00000129437,31.61840951,32.06104365
AP5Z1,ENSG00000242802,ENST00000348624,transcript,ENSG00000242802,31.87470377,32.06106009
SYT11,ENSG00000132718,ENST00000368324,transcript,ENSG00000132718,31.39293937,32.06115566
SYPL2,ENSG00000143028,ENST00000369872,transcript,ENSG00000143028,31.72123741,32.06173663
PLCG2,ENSG00000197943,ENST00000359376,transcript,ENSG00000197943,31.98990316,32.06188081
ZFP62,ENSG00000196670,ENST00000502412,transcript,ENSG00000196670,30.07413199,32.06192154
BTN2A2,ENSG00000124508,ENST00000356709,transcript,ENSG00000124508,31.79740915,32.06202477
FAM64A,ENSG00000129195,ENST00000250056,transcript,ENSG00000129195,32.0589513,32.06213523
NPAS4,ENSG00000174576,ENST00000311034,transcript,ENSG00000174576,31.9275775,32.06224869
PI4K2A,ENSG00000249967,ENST00000370649,transcript,ENSG00000249967,31.97318692,32.06229702
MYH13,ENSG00000006788,ENST00000418404,transcript,ENSG00000006788,31.94190335,32.06237798
TDRD10,ENSG00000163239,ENST00000368480,transcript,ENSG00000163239,32.00793571,32.06295642
KMT2D,ENSG00000167548,ENST00000301067,transcript,ENSG00000167548,32.04581236,32.06297509
SCAP,ENSG00000114650,ENST00000265565,transcript,ENSG00000114650,31.78604594,32.06304141
SH3RF3,ENSG00000172985,ENST00000309415,transcript,ENSG00000172985,32.44123876,32.06304556
MKNK1,ENSG00000079277,ENST00000371946,transcript,ENSG00000079277,32.20366155,32.06358424
CSRP2BP,ENSG00000149474,ENST00000435364,transcript,ENSG00000149474,31.9992012,32.06370427
VARS,ENSG00000204394,ENST00000375663,transcript,ENSG00000204394,31.97222688,32.063995
OR13C9,ENSG00000136839,ENST00000259362,transcript,ENSG00000136839,32.06675653,32.06406394
UGT1A10,ENSG00000242515,ENST00000344644,transcript,ENSG00000242515,31.9582545,32.06422186
ELANE,ENSG00000197561,ENST00000590230,transcript,ENSG00000197561,31.95652795,32.06443767
PMPCB,ENSG00000105819,ENST00000249269,transcript,ENSG00000105819,32.10192002,32.0644448
SH3BP5,ENSG00000131370,ENST00000383791,transcript,ENSG00000131370,31.716935,32.06469191
BPIFB6,ENSG00000167104,ENST00000349552,transcript,ENSG00000167104,31.91361642,32.06472935
ATXN7L3B,ENSG00000253719,ENST00000519948,transcript,ENSG00000253719,32.14127956,32.06475945
SPOCK2,ENSG00000107742,ENST00000373109,transcript,ENSG00000107742,31.89491827,32.06482813
PXMP4,ENSG00000101417,ENST00000409299,transcript,ENSG00000101417,31.7147001,32.06484102
TAS2R20,ENSG00000255837,ENST00000538986,transcript,ENSG00000255837,31.29011658,32.06485005
GNG2,ENSG00000186469,ENST00000335281,transcript,ENSG00000186469,31.61504418,32.06491871
RBM48,ENSG00000127993,ENST00000265732,transcript,ENSG00000127993,32.14053079,32.06492407
SEMA6A,ENSG00000092421,ENST00000343348,transcript,ENSG00000092421,31.82971611,32.0649843
FAAH,ENSG00000117480,ENST00000243167,transcript,ENSG00000117480,32.06604944,32.06505823
DZIP1,ENSG00000134874,ENST00000347108,transcript,ENSG00000134874,31.94012506,32.06543226
STX5,ENSG00000162236,ENST00000294179,transcript,ENSG00000162236,31.84685331,32.06554987
CCDC97,ENSG00000142039,ENST00000269967,transcript,ENSG00000142039,32.2843171,32.06561365
GALR1,ENSG00000166573,ENST00000299727,transcript,ENSG00000166573,32.02173424,32.06565851
PPM1A,ENSG00000100614,ENST00000325642,transcript,ENSG00000100614,31.12644334,32.06588635
FABP3,ENSG00000121769,ENST00000373713,transcript,ENSG00000121769,31.75175708,32.06606299
ZNF404,ENSG00000176222,ENST00000587539,transcript,ENSG00000176222,31.5208726,32.06617201
ZNF396,ENSG00000186496,ENST00000306346,transcript,ENSG00000186496,31.47510075,32.06621702
ASF1A,ENSG00000111875,ENST00000229595,transcript,ENSG00000111875,32.06334298,32.06630686
PDHB,ENSG00000168291,ENST00000302746,transcript,ENSG00000168291,31.91731262,32.06632732
CGNL1,ENSG00000128849,ENST00000281282,transcript,ENSG00000128849,31.3723814,32.06653937
AMMECR1L,ENSG00000144233,ENST00000272647,transcript,ENSG00000144233,31.92411967,32.0665519
JKAMP,ENSG00000050130,ENST00000261247,transcript,ENSG00000050130,32.19011261,32.06656672
NOL12,ENSG00000100101,ENST00000359114,transcript,ENSG00000100101,32.14502124,32.06671514
FBXO25,ENSG00000147364,ENST00000276326,transcript,ENSG00000147364,32.16259104,32.06672031
ZNF22,ENSG00000165512,ENST00000298299,transcript,ENSG00000165512,31.67596541,32.0668937
ZNF44,ENSG00000197857,ENST00000356109,transcript,ENSG00000197857,31.79767749,32.06699716
LAMA1,ENSG00000101680,ENST00000389658,transcript,ENSG00000101680,32.07911658,32.06722311
CERS4,ENSG00000090661,ENST00000251363,transcript,ENSG00000090661,31.45839232,32.06734135
MBTD1,ENSG00000011258,ENST00000586178,transcript,ENSG00000011258,31.7705118,32.06756305
IRG1,ENSG00000102794,ENST00000377462,transcript,ENSG00000102794,32.00170315,32.06764503
KIF26B,ENSG00000162849,ENST00000407071,transcript,ENSG00000162849,31.67665191,32.0680232
SCP2,ENSG00000116171,ENST00000371514,transcript,ENSG00000116171,31.92679242,32.06835022
ZC3H8,ENSG00000144161,ENST00000409573,transcript,ENSG00000144161,31.88086909,32.06838666
C1GALT1,ENSG00000106392,ENST00000436587,transcript,ENSG00000106392,31.00749883,32.06843705
TIAM1,ENSG00000156299,ENST00000286827,transcript,ENSG00000156299,31.87708331,32.06861788
ARMC9,ENSG00000135931,ENST00000349938,transcript,ENSG00000135931,32.10502352,32.06862269
KIAA0100,ENSG00000007202,ENST00000528896,transcript,ENSG00000007202,32.11371121,32.06867234
ZNF385B,ENSG00000144331,ENST00000410066,transcript,ENSG00000144331,31.85444507,32.06887482
SLFN12,ENSG00000172123,ENST00000394562,transcript,ENSG00000172123,32.24306299,32.06905699
CCDC134,ENSG00000100147,ENST00000255784,transcript,ENSG00000100147,32.24213042,32.06946311
ENTPD1,ENSG00000138185,ENST00000371207,transcript,ENSG00000138185,31.72932074,32.06947545
NUAK1,ENSG00000074590,ENST00000261402,transcript,ENSG00000074590,31.87509316,32.06972765
SCARB1,ENSG00000073060,ENST00000261693,transcript,ENSG00000073060,32.23317288,32.06991192
OTX2,ENSG00000165588,ENST00000339475,transcript,ENSG00000165588,31.83999283,32.06997959
SF3B3,ENSG00000189091,ENST00000302516,transcript,ENSG00000189091,31.69207578,32.07019035
THUMPD3,ENSG00000134077,ENST00000345094,transcript,ENSG00000134077,31.93949342,32.07049945
ADARB2,ENSG00000185736,ENST00000381312,transcript,ENSG00000185736,32.18746248,32.07050887
CNGB1,ENSG00000070729,ENST00000251102,transcript,ENSG00000070729,32.15475006,32.07053382
TNFRSF9,ENSG00000049249,ENST00000377507,transcript,ENSG00000049249,31.98619678,32.07059011
ICOSLG,ENSG00000160223,ENST00000407780,transcript,ENSG00000160223,31.98838452,32.07062914
DSN1,ENSG00000149636,ENST00000426836,transcript,ENSG00000149636,32.00564309,32.07068801
ZNF425,ENSG00000204947,ENST00000378061,transcript,ENSG00000204947,31.74693065,32.07093098
SFSWAP,ENSG00000061936,ENST00000541286,transcript,ENSG00000061936,32.05742626,32.07100336
ADSSL1,ENSG00000185100,ENST00000332972,transcript,ENSG00000185100,32.47087056,32.071011
PEX2,ENSG00000164751,ENST00000419564,transcript,ENSG00000164751,30.88538987,32.0710128
SLC22A7,ENSG00000137204,ENST00000372585,transcript,ENSG00000137204,32.07505727,32.07119386
EP400,ENSG00000183495,ENST00000389561,transcript,ENSG00000183495,32.05778059,32.07125009
EXD2,ENSG00000081177,ENST00000409018,transcript,ENSG00000081177,31.64173407,32.07179494
NFRKB,ENSG00000170322,ENST00000524794,transcript,ENSG00000170322,32.04819501,32.07197323
CTSZ,ENSG00000101160,ENST00000217131,transcript,ENSG00000101160,32.16600734,32.07215073
TMEM173,ENSG00000184584,ENST00000330794,transcript,ENSG00000184584,31.92474259,32.07221286
GPR22,ENSG00000172209,ENST00000304402,transcript,ENSG00000172209,32.21502781,32.07225096
CD300LB,ENSG00000178789,ENST00000392621,transcript,ENSG00000178789,31.9975822,32.07232538
METTL3,ENSG00000165819,ENST00000298717,transcript,ENSG00000165819,31.94814836,32.07253912
FGFR4,ENSG00000160867,ENST00000292408,transcript,ENSG00000160867,31.86355532,32.07269558
SLC44A3,ENSG00000143036,ENST00000271227,transcript,ENSG00000143036,31.88699723,32.07271991
TMOD1,ENSG00000136842,ENST00000259365,transcript,ENSG00000136842,31.82565617,32.07284403
HNRNPA1L2,ENSG00000139675,ENST00000342657,transcript,ENSG00000139675,31.6623346,32.07296979
USP44,ENSG00000136014,ENST00000258499,transcript,ENSG00000136014,31.36820999,32.07299859
FDCSP,ENSG00000181617,ENST00000317987,transcript,ENSG00000181617,31.73075659,32.07301191
BCAS2,ENSG00000116752,ENST00000369541,transcript,ENSG00000116752,32.24314222,32.073086
GRM3,ENSG00000198822,ENST00000361669,transcript,ENSG00000198822,31.42112037,32.07317299
ANO4,ENSG00000151572,ENST00000392979,transcript,ENSG00000151572,31.97905424,32.07318803
OR5M1,ENSG00000255012,ENST00000526538,transcript,ENSG00000255012,32.07399684,32.07327831
CTSL,ENSG00000135047,ENST00000343150,transcript,ENSG00000135047,32.41046168,32.07356781
MS4A5,ENSG00000166930,ENST00000300190,transcript,ENSG00000166930,32.05104289,32.07373971
C1orf110,ENSG00000185860,ENST00000367910,transcript,ENSG00000185860,32.5833432,32.07385087
CX3CL1,ENSG00000006210,ENST00000006053,transcript,ENSG00000006210,32.00278057,32.07393752
ANP32D,ENSG00000139223,ENST00000266594,transcript,ENSG00000139223,32.07500253,32.07399237
CSRP2,ENSG00000175183,ENST00000311083,transcript,ENSG00000175183,31.55362276,32.07400667
IFI44L,ENSG00000137959,ENST00000370751,transcript,ENSG00000137959,31.73489483,32.07402559
KANK1,ENSG00000107104,ENST00000382303,transcript,ENSG00000107104,31.63522285,32.0740537
SORBS3,ENSG00000120896,ENST00000240123,transcript,ENSG00000120896,31.81066009,32.07420507
SLC20A1,ENSG00000144136,ENST00000272542,transcript,ENSG00000144136,31.90166199,32.07442673
PRDM4,ENSG00000110851,ENST00000228437,transcript,ENSG00000110851,30.99095874,32.07443904
ITGB5,ENSG00000082781,ENST00000296181,transcript,ENSG00000082781,31.93289857,32.07447523
ZNF563,ENSG00000188868,ENST00000293725,transcript,ENSG00000188868,31.83991877,32.07458411
DNASE2,ENSG00000105612,ENST00000222219,transcript,ENSG00000105612,32.19649391,32.07491253
TMEM39A,ENSG00000176142,ENST00000319172,transcript,ENSG00000176142,32.22391104,32.07501096
CPSF4L,ENSG00000187959,ENST00000344935,transcript,ENSG00000187959,31.90792985,32.07511365
FADS3,ENSG00000221968,ENST00000278829,transcript,ENSG00000221968,32.24623289,32.07523617
ITK,ENSG00000113263,ENST00000422843,transcript,ENSG00000113263,31.90176994,32.07528789
PLCH1,ENSG00000114805,ENST00000340059,transcript,ENSG00000114805,32.07115727,32.0754019
EXOC2,ENSG00000112685,ENST00000230449,transcript,ENSG00000112685,32.08757726,32.07542128
C3orf30,ENSG00000163424,ENST00000295622,transcript,ENSG00000163424,31.88923702,32.07580784
C15orf53,ENSG00000175779,ENST00000318792,transcript,ENSG00000175779,32.06050852,32.07593185
CEP55,ENSG00000138180,ENST00000371485,transcript,ENSG00000138180,32.10062981,32.07599707
PFDN6,ENSG00000204220,ENST00000395131,transcript,ENSG00000204220,31.847938,32.07611954
C3AR1,ENSG00000171860,ENST00000307637,transcript,ENSG00000171860,31.71352448,32.07613707
PLA2G4F,ENSG00000168907,ENST00000382396,transcript,ENSG00000168907,32.03561118,32.07641898
HARS2,ENSG00000112855,ENST00000230771,transcript,ENSG00000112855,32.18399708,32.07643532
GLRA1,ENSG00000145888,ENST00000455880,transcript,ENSG00000145888,31.60335628,32.07645789
DQX1,ENSG00000144045,ENST00000404568,transcript,ENSG00000144045,32.12051766,32.07675357
RACGAP1,ENSG00000161800,ENST00000434422,transcript,ENSG00000161800,32.00924155,32.07697055
TOE1,ENSG00000132773,ENST00000372090,transcript,ENSG00000132773,31.82982232,32.07708935
TSC22D2,ENSG00000196428,ENST00000361875,transcript,ENSG00000196428,31.76698504,32.07716317
EIF3F,ENSG00000175390,ENST00000533626,transcript,ENSG00000175390,32.09592409,32.07728526
KLHL40,ENSG00000157119,ENST00000287777,transcript,ENSG00000157119,32.28802732,32.07732755
TMEM229B,ENSG00000198133,ENST00000357461,transcript,ENSG00000198133,31.40345556,32.07761812
C19orf47,ENSG00000160392,ENST00000582783,transcript,ENSG00000160392,31.82023471,32.07764557
